operacao;tempo
criacao;0.0000170
criacao;0.0000110
criacao;0.0000130
criacao;0.0000170
criacao;0.0000130
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000120
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000120
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
leitura;0.1961970
leitura;0.1899820
leitura;0.1893880
leitura;0.1891180
leitura;0.1887880
leitura;0.1883100
leitura;0.1887280
leitura;0.1888390
leitura;0.1896180
leitura;0.1898000
leitura;0.1890000
leitura;0.1872470
leitura;0.1839650
leitura;0.1835870
leitura;0.1840810
leitura;0.1840190
leitura;0.1836830
