operacao;tempo
criacao;0.0000210
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000200
criacao;0.0000140
criacao;0.0000120
criacao;0.0000130
criacao;0.0000110
criacao;0.0000140
criacao;0.0000160
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000130
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000130
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000130
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000110
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000130
criacao;0.0000130
criacao;0.0000130
criacao;0.0000120
criacao;0.0000120
criacao;0.0000130
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000130
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
criacao;0.0000120
leitura;0.0000140
leitura;0.0000100
leitura;0.0000110
leitura;0.0000090
leitura;0.0000100
leitura;0.0000090
leitura;0.0000090
leitura;0.0000100
leitura;0.0000100
leitura;0.0000100
leitura;0.0000090
leitura;0.0000100
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000100
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000230
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000100
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000090
leitura;0.0000100
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000100
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000090
leitura;0.0000100
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000100
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000100
leitura;0.0000080
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
leitura;0.0000100
leitura;0.0000090
leitura;0.0000090
leitura;0.0000080
leitura;0.0000080
leitura;0.0000090
leitura;0.0000090
leitura;0.0000090
remocao;0.0000140
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000090
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000200
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000060
remocao;0.0000070
remocao;0.0000070
