operacao;tempo
leitura;0.0003520
leitura;0.0003740
leitura;0.0003760
leitura;0.0003780
leitura;0.0003840
leitura;0.0003810
leitura;0.0003820
leitura;0.0003880
leitura;0.0003900
leitura;0.0003960
leitura;0.0003890
leitura;0.0003850
leitura;0.0004340
leitura;0.0003850
leitura;0.0004060
leitura;0.0003830
leitura;0.0003880
leitura;0.0003830
leitura;0.0003930
leitura;0.0005200
leitura;0.0004900
leitura;0.0003960
leitura;0.0003800
leitura;0.0003830
leitura;0.0003830
leitura;0.0003820
leitura;0.0003830
leitura;0.0003800
leitura;0.0003840
leitura;0.0003830
leitura;0.0003820
leitura;0.0003840
leitura;0.0004020
leitura;0.0003820
leitura;0.0003860
leitura;0.0003820
leitura;0.0003820
leitura;0.0003810
leitura;0.0003830
leitura;0.0003810
leitura;0.0003790
leitura;0.0003780
leitura;0.0003970
leitura;0.0003800
leitura;0.0004370
leitura;0.0004440
leitura;0.0004630
leitura;0.0004220
leitura;0.0003840
leitura;0.0003840
leitura;0.0003810
leitura;0.0003810
leitura;0.0003980
leitura;0.0004510
leitura;0.0005010
leitura;0.0004270
leitura;0.0003830
leitura;0.0003830
leitura;0.0003790
leitura;0.0003830
leitura;0.0003810
leitura;0.0003840
leitura;0.0004060
leitura;0.0003890
leitura;0.0004020
leitura;0.0003860
leitura;0.0003850
leitura;0.0003940
leitura;0.0004330
leitura;0.0003850
leitura;0.0003810
leitura;0.0003810
leitura;0.0004030
leitura;0.0003820
leitura;0.0003810
leitura;0.0003830
leitura;0.0003820
leitura;0.0003820
leitura;0.0003810
leitura;0.0003790
leitura;0.0003800
leitura;0.0003840
leitura;0.0004190
leitura;0.0003860
leitura;0.0003800
leitura;0.0003780
leitura;0.0003780
leitura;0.0003770
leitura;0.0003780
leitura;0.0003770
leitura;0.0003800
leitura;0.0003800
leitura;0.0004020
leitura;0.0003790
leitura;0.0003980
leitura;0.0003810
leitura;0.0003940
leitura;0.0003810
leitura;0.0003850
leitura;0.0003820
remocao;0.0000850
remocao;0.0000730
remocao;0.0000660
remocao;0.0000670
remocao;0.0000650
remocao;0.0000630
remocao;0.0000650
remocao;0.0000650
remocao;0.0000640
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000650
remocao;0.0000630
remocao;0.0000850
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000660
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000640
remocao;0.0000640
remocao;0.0000640
remocao;0.0000660
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000640
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000650
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000620
remocao;0.0000650
remocao;0.0000620
remocao;0.0000620
remocao;0.0000630
remocao;0.0000630
remocao;0.0000670
remocao;0.0000780
remocao;0.0000640
remocao;0.0000640
remocao;0.0000620
remocao;0.0000630
remocao;0.0000630
remocao;0.0000620
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000630
remocao;0.0000630
remocao;0.0000720
remocao;0.0000670
remocao;0.0000630
remocao;0.0000620
remocao;0.0000620
remocao;0.0000620
remocao;0.0000630
remocao;0.0000640
remocao;0.0000620
remocao;0.0000620
remocao;0.0000630
remocao;0.0000620
remocao;0.0000620
remocao;0.0000630
remocao;0.0000640
remocao;0.0000630
remocao;0.0000620
remocao;0.0000620
remocao;0.0000640
remocao;0.0000620
remocao;0.0000620
remocao;0.0000620
remocao;0.0000630
