operacao;tempo
leitura;0.0039350
leitura;0.0038610
leitura;0.0038290
leitura;0.0038510
leitura;0.0039580
leitura;0.0038790
leitura;0.0038450
leitura;0.0038640
leitura;0.0038390
leitura;0.0039000
leitura;0.0038430
leitura;0.0039320
leitura;0.0038490
leitura;0.0038260
leitura;0.0038520
leitura;0.0038610
leitura;0.0038370
leitura;0.0038330
leitura;0.0037870
leitura;0.0037430
leitura;0.0037510
leitura;0.0037400
leitura;0.0037320
leitura;0.0037410
leitura;0.0037240
leitura;0.0038360
leitura;0.0037430
leitura;0.0037500
leitura;0.0037480
leitura;0.0037370
leitura;0.0037360
leitura;0.0037350
leitura;0.0037480
leitura;0.0037890
leitura;0.0037560
leitura;0.0037490
leitura;0.0037410
leitura;0.0037390
leitura;0.0038200
leitura;0.0037280
leitura;0.0037430
leitura;0.0037390
leitura;0.0037360
leitura;0.0037210
leitura;0.0037430
leitura;0.0037380
leitura;0.0036940
leitura;0.0036980
leitura;0.0036950
leitura;0.0036930
leitura;0.0036860
leitura;0.0037500
leitura;0.0037220
leitura;0.0036990
leitura;0.0037150
leitura;0.0036960
leitura;0.0036870
leitura;0.0036790
leitura;0.0036930
leitura;0.0036950
leitura;0.0036870
leitura;0.0036830
leitura;0.0037740
leitura;0.0037270
leitura;0.0037050
leitura;0.0037400
leitura;0.0037850
leitura;0.0037090
leitura;0.0037130
leitura;0.0036930
leitura;0.0036920
leitura;0.0036830
leitura;0.0036790
leitura;0.0036880
leitura;0.0037230
leitura;0.0036890
leitura;0.0036910
leitura;0.0037080
leitura;0.0036830
leitura;0.0036880
leitura;0.0036830
leitura;0.0036960
leitura;0.0036960
leitura;0.0036900
leitura;0.0036800
leitura;0.0036820
leitura;0.0037050
leitura;0.0036780
leitura;0.0036790
leitura;0.0036960
leitura;0.0036970
leitura;0.0036880
leitura;0.0036980
leitura;0.0036870
leitura;0.0037630
leitura;0.0036760
leitura;0.0036750
leitura;0.0036730
leitura;0.0036720
leitura;0.0036740
remocao;0.0005830
remocao;0.0005650
remocao;0.0005610
remocao;0.0005590
remocao;0.0005600
remocao;0.0005670
remocao;0.0005510
remocao;0.0005530
remocao;0.0005520
remocao;0.0005580
remocao;0.0005580
remocao;0.0005640
remocao;0.0005600
remocao;0.0005540
remocao;0.0005540
remocao;0.0005570
remocao;0.0005560
remocao;0.0005600
remocao;0.0007340
remocao;0.0005590
remocao;0.0005700
remocao;0.0005550
remocao;0.0005580
remocao;0.0005460
remocao;0.0005420
remocao;0.0005580
remocao;0.0005510
remocao;0.0005410
remocao;0.0005820
remocao;0.0005470
remocao;0.0005480
remocao;0.0005520
remocao;0.0005530
remocao;0.0005530
remocao;0.0005550
remocao;0.0005470
remocao;0.0005450
remocao;0.0005460
remocao;0.0005550
remocao;0.0005400
remocao;0.0005520
remocao;0.0005530
remocao;0.0005550
remocao;0.0005520
remocao;0.0005420
remocao;0.0005480
remocao;0.0006440
remocao;0.0005460
remocao;0.0005330
remocao;0.0005380
remocao;0.0005450
remocao;0.0005340
remocao;0.0005310
remocao;0.0005330
remocao;0.0005410
remocao;0.0005340
remocao;0.0005350
remocao;0.0005330
remocao;0.0005840
remocao;0.0005350
remocao;0.0005600
remocao;0.0005390
remocao;0.0005360
remocao;0.0005320
remocao;0.0005270
remocao;0.0005370
remocao;0.0005360
remocao;0.0005310
remocao;0.0005250
remocao;0.0005150
remocao;0.0005080
remocao;0.0005060
remocao;0.0005050
remocao;0.0005010
remocao;0.0005080
remocao;0.0005070
remocao;0.0005040
remocao;0.0005140
remocao;0.0005430
remocao;0.0005170
remocao;0.0005150
remocao;0.0005150
remocao;0.0005160
remocao;0.0005160
remocao;0.0005120
remocao;0.0005210
remocao;0.0005160
remocao;0.0005120
remocao;0.0005150
remocao;0.0005220
remocao;0.0005670
remocao;0.0005150
remocao;0.0005240
remocao;0.0005040
remocao;0.0005140
remocao;0.0004820
remocao;0.0004790
remocao;0.0004830
remocao;0.0004910
remocao;0.0004830
